Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,sarcasm
@dontonyd @wrestlingsoup i am a real american fight for the rights of every man fight for whats right #hulkhogan #delicious #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
sometimes i think the british political landscape is desolate and then i look over at the foaming wasteland of the us and think were ok,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
if std was game you could have won olympics gold model 9 times @causticbob #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@tirnaknows what and give up a chance to spend some fucking money on a worldclass striker you have no morals #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"alec admits school vouchers are for kids in suburbia httpstcoq37a6t8c7t via @prwatch
who wouldve thought  #alec #sarcasm #ksleg",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@p4pictures it would be great but what if the card crashes  its happened to me twice #nightmare,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
my favorite artist #art #painting #gamergirl #talent #tree #irony httpstcoxjn6thewb6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@onefumi oh i see ive seen so many people mourn the loss that i was surprised to see your tweet i suppose same old here in sa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
@ashleyavitia dont leave me ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
drumline drama my favorite #sarcasm #notreally #drumlinemoral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@npagliaro1 thats awesome  ps ok what are the odds of that swapping neighborhoods ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
i love it when i get sassed and then i immediately get hostile of the sasser #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@washingtonpost#trumps #fear amp #anger are similar to what #hitler preached to come to power in germany wake up america,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
folk band thistle down will be replaced by the paul edwards quartet at laurel bank park sat 24 11am  3pm due to ill health #jazz #blues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
@maxkellerman  it also helps that the majority of nfl coaching is inept some of bill obriens play calling was wow  #gopats,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
my prayers are with the family friends amp members of @vcfd  as you mourn the loss of engineer ryan osler #lodd #rip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@residentadvisor thanks for getting back to me exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
yes laptop you chose the awesomest time to have hardware failure #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
well @cricketbatcat @cantbowlthrow if the ecb had played #womensashes up north today we wouldnt be behind in series #rainedallday #ironic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
watch this amazing lively broadcast by @mrgummyking #lively #musically,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@cbsthismorning @newsgirl123456 again profiling doesnt discourage september 20 2016 1841 edt  #trump #fail,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@tomstarling86 he didnt have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
thank you disney themed episode for letting me discover how amazing the @blackishwriters are #hilarious,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
says who are you to compared me with the others im just human #lit #fire ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
the zika #hoax files deet is part of a binary chemical weapon targeting your brain #toxin  #neurological #uscitizens #insect #mammal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@jaredwyand maybe if it was transgender the media would cover it #outrage,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
just made an entire pack of #bacon and my heart is happy #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@deshbhakthoon always unhappy and easily offended,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
lets put the cy young winner on the trading block again because scherzer didnt improve or do well after we let him go #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@jmomahony thank you for your support but it was not an attempt at levity,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
thats how you start a season thats how you open the show #show #them #how #dark #hell #can #get #empire,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
dear future big brother players just chase dick all season and you too can win 50000 dollars and an sti #bb18 #bitter,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
gonna eat pick up my brother get my car washed amp finally go home ressssst amp watch all fast amp furious movies ,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@keyasmamma completely agree with you  #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@taudeltaphidk thank you for my obama cut out i am elated that hes back home,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
the week inexpert boy #watercolour #art #irony #arte #irona #illustration #drawing  chico inexperto  #acuarela  httptcozxkr4jwhss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
so ive decided to go talk to mr smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@easportsfifa ea sports technical support team really suprised me  suprised me at how shit they were ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
@carlybigelow13 first you take the room now you wanna beat me up #bully,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@inthefade going back to blissful ignorance ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
you are not your struggle or you are not your affliction #youarestrong amp #youarearising above it all,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
seeing panama cry for a penalty that was no where close to being one #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@paulwaugh @danielbyles by being more conservative #ironic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
towhy cant we brothers protect one another no ones serious and it makes me furious dont be misled just think of fred #mayfield,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
well @aprildryan trumps rabid base needs 2 hear this amp u can always find an overseer like king to say itn@joyannreid @smshow @frangeladuo,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
when you have 15 doe run the opposite side of you  #depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
just caught up with @richardegrants wonderful new series on #ealingcomedies infectious delight in every interview and film clip,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
well my evaluation came back and i am minimally effective student test scores on the parcc sunk my eval its time for me to quit teaching,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
@emilsonwheels im furious ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
i got a short fuse when im sober,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
im in awe,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
id let jiho step on my throat but hed probs be afraid hed hurt me,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
you have to find a way to top yourself #glee,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
if jenelle gets an award for best mom then i need an award for healthiest eater #teenmom2 #sarcasm  httpstcodr4yvlby4y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
are there any #horror sites that would be interested in my writing a guest articlereview been really craving a literary outlet lately,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
so much news about pakistan afghanistan etc we need more cheery news about frybread stands everyone in media just so grim,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@influenstervox @irontekfit i love my #irontekfit protein shake in the morning before yoga #esvoxbox,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@twlldun @bbcquestiontime @jacobreesmogg @leicesterliz @normanlamb @carolinelucas @juliahb1 oh god not brewer again the horror the horror,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
when you find out the initiative isnt even a thing  ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
"silvertooth yesterday was no fun i hate these guys and everything stinks
#sarcasm #silvertooth httpstcovr4ahk4x60",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
thanks for making our mass with fr vallely respectful meaningful and joyful @acsscrusader @assumptionhcdsb  #seewitheyesofmercy,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
if someone keeps #laughing at you dont #fret   at least u r giving #happiness n#quotes #quotestoliveby,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
watch this amazing lively broadcast by @jaredhorgan  #musically,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
@laureeenwillam cant cope wi her sour face and tiny pout ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
#lmfao @msnbc s #racepimp tamron hall used the words fscts and msnbc in the same sentence  #libtard #biasedmedia #neverhillary,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@dotmorten @kdawg02 @oreillyfactor sure and leftwing policies are serving us really well #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
#irony wth he is a education minister  httpstcox6q1utu6ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@partydelightsuk its 5679787 cannot dm you as we dont follow each other not such a #delight #party #fail #letdown,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
no he is jst a sexual offender who sexually pressurised his underage gfno biggienormal sexual offense #sarcasm httpstcobjuzvedpmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
no but thats so cute atsu was probably shy about photos before but cherry helped her out uwu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reflection the grind has been so real working 2 jobs amp being in school #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
in my room 101 would go  russell howardtom odellmichael buble #pants #nogood ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
that moment when you run into your mexican lover at the gym and #badblood starts playing on your playlist #ironic #laterbrah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
the #bankinginquiry is turning out to be an expensive lesson in how to squander a countries economy #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
emmmmmm bros those of us on ground zero care but u kno pmb is infallible so the ppl cheer on every front #sarcasm httpstcorqddq84wiy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
as the child of a lesbian i have insider knowledge that the #gayagenda is indeed to take over and convert the world sorry yall #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
a pedicure is supposed to be nice but honestly im so nervous rn my feet are too ticklish,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
the best pain killer is sarcasm no more no less  #sarcasm #comfort #relaxing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
danish pastriesoh know my nightmare old boots is a good description #gbbo,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
@nednared i smell #sarcasm here lol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
im selfish for wanting a life that makes me happy right exactly makes so much sense #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
obama admin rejects texas plan to have refugees vetted for terrorism so texas pulls of of fed refugee resettlement program aiding #terror,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
threat factors in respect to provocation bulb worm bnqo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
i can not depict what i feel right now i feel jubilant yet anxious ordunno it seems like now im having something worth wait everyday,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
@thomsoncares sam yes we have not helpful at all we need this sorting asap you keep promising stuff that doesnt happen #fuming,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ive got some new pens to break in name an animated series and ill draw you in that style ,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
@tilltheendmmvi i accidetly dumped boiling water my myself ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
we fear not the truth even if it be gloomy but its counterfeit berl katznelson,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghuskmarenge this is how indian army take revenge,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
my teeth were sunk down into the vein of the poor woman who had accidentally had a small problem with her engine just outside of ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
love how megan is raging about this kendall jenner photo and im sat here like ,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
just another white guy shooting a few random people send prayers and love  now back to that iran thing  #lafayetteshooting #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
when someone enters into an ashley madison account it is a sacred bond of trust now its broken and may never be repaired #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@kateykeegan now im really excited for november hope theyre not all horrid chavs though ,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@lucky13wxman yes but your the weatherman so your #lucky #irony to have a thunderously cool last name,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
eating a mcflurry while watching extreme weight loss #ironic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@kcbbcxo dont get discouraged its early on amp it can get overwhelming keep reading amp use cue cards  itll get better,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
happy birthday roy buchanan born on this day in 1939 #roybuchanan #guitar #blues #happybrithday,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
its never the end  when the moment is dire  a small spark of hope  can relight a new fire,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
when you can make someone laugh so hard in just a wink of an eye but doesnt apply on you #irony #pretend #random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
dont let worry get you down  remember that moses started out as a basket case  #lol ntoday choose #faith over #fear #moses,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@kinglackland of course he was he ate frank and whored himself to death leaving two small heirs in a war ridden kingdom #sarcasm xd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@matthewmeadows since its a friend of peregs i dont want to offend  #peace,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0
watch this amazing lively broadcast by @swagrmanfan #lively #musically,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
couldnt resist taking a picture of a photobooth with my phone #irony httptconbawdwkfza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@erinandrews i you on dwts you make my night every show  ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
i see the us is in another group of death #sarcasm httpstcou3bavivmqv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
cant access amp update a model in a cde because of read write issues #irony #bim #bureaucracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@virginiamade thats why we work hardso our #cats can have better lives #sarcasm #catsoftwitter @kerrils91 httptcokfwjdhiazl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i wonder if the ashley madison hackers have any info on how many members are against gay marriage because theyre devote christians #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
countrys pride is limited to cricket matches #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@marclamonthill but did he write it #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@otswst @meekmill @ryan6334 if winston smith had just loved big brother he wouldnt have gotten into all that trouble #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
a pharmacist  oh the #irony httptco34tcmendz3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@complexmag i cant help but notice @edsheeran talking about @nickiminaj point is redundant but ed sounds exactly like @pharrell #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
#tulsa  police manufacture murder wonder why we carry burners  maxlevelz #shake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
dear everyone at hssu stop walking with your phones up so i can smile and wave at you and you can smile and wave back ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
but hate the thought of dying #irony  httpstcodcl3etp81e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@nascarcasm oh thank god those balloons coulda  killed someone #sarcasm @nascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i am a very #public #private person #ironic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i only have to wave a fiery cross and we will fkin do this,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
each day is what you make of it #goals #challenges #business #goals   #success #photographer #photography #thursdaythoughts,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
happy birthday @brooke5656 #cheer #cheerchick #jeep #jeepgirl #idriveajeep #jeepjeep #cheer,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
canada post really wants to keep written mail alive they only take atips by mail #moderntechnology #sarcasm #cdnpoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i asked jared to marry me and he said no ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
thenicebot wsjnordics you make the world a more joyful place #thenicebot #,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bc the real issue isnt abt life #sarcasm httptcofrjs8lbjah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
there are magpies gathering around me help im going to be swooped  ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
and i wont even get started with hillary and her fancy fundraisers #depressing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
the way @availablecar wash their hands of their mistakes is disgraceful left driving round on a tyre that can burst at any moment,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@elevenseggos el he turned around to her smiling before hugging her gently,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
@chrisloesch @heatherwhaley @bobbyjindal kool aid caused  mass murderjim jonesdo we have a kool aid ban or even a law #nopc #sarcasm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
wearing a winery shirt while working out #irony #healthy ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
its #hobbitday nhobbits give gifts on their birthdays so im sharing the gift of #glee today find something that makes you happy,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
manchester derby at home ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@lucidhurricane wait you mean he wasnt armed with a book #shocking,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
@fieldyates @matthewberrytmr @stephaniaespn @mikeclaynfl @frankcaliendo goddamnthe celebrity draft at the end was classic #hilarious,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
#bajrangibhaijaan 1st movie to watch with my #motherinlaw #happy #irony she shares her birth date with salmankhan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
and she got all angry telling me but what would be doing a 40 year old guy looking for a girl like you and i felt #offended,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
leave it on there rulenimber 1 of carpet cleaning  #worsethananatomicbomb #accidentlyspillbeeronthecarpet,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@joeyskawaii i know i dont know u but physiatrists are seriously the number one best thing for people with anxiety,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
@theernstreport well ok then u make a valid point i really agree with the post i forgot to type #sarcasm ps love u guys great stuff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@jayviscant we won bb tho yaaaaaay #sarcasm #ratherwinsf #oratleastmarvel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
cleaning up the mess made by emptying the vacuum cleaner with a dustpan amp brush #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
this whole play is about antiracism and im getting my lines taken away because im white #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
paul forever paul should have won paul played such a better game #bb18 ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
using #sarcasm improves your #iq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@katherinearabis its taken for granted while the misogyny in the air is treated as normal  and any angry response to it as pathological,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
i meet new people and i had to grow up with the reality that people can be desgusting and fake and so i lost my cheerfulness and started to,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
@tomderivan73 ill just people watch and enjoy a rare show of optimism,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
#muslims are the principle victims of #terrorism more muslims are dying at the hands of these #terrorists than anyone else #younusalgohar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@margraham i am practically obsessed with it the very thought of their departure makes me feel both melancholic and grateful  safe journey,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
this sounds like some shit a single dude says #buahhahahaha #sarcasm #butitsyourdick  httpstco8mq8wyxflx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@transskibunny @thebutteryone honey #irony is two #scotsmen #cloning a #sheep please learn #english and #properuse of your supposed #lingo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@davidcameron tells itv news he will take 10 pay rise the right thing to do is to be paid the rate for the job #irony #gpnodeal #nhs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
record the stuff you learn in nuggets of 200 chars via httptcojx5qluz46a using twitter to remember this app #irony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@mikefreemannfl nisnt obrien supposed to be some sort of offensive genius ,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
how maybe it was with you and your parentsthat i would understand you and your fear of indifference from your own mom and dad,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
do not make statements about science if you do not know what youre talking about #ironic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
wowkeep me on a 100 deg plane delayed for an hour wrude staff and this is ur responseapology accepted #sarcasm httpstcod66wzyimpy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
i highly suggest if you are looking online for a company to help you send youre package overseasdo not ever ever use @fastlaneint ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
@freemediahub pity australia doesnt have enough to share #sarcasm #notdoingourbit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
whoohoo its payday what should i do with my big fat check of 136 dollars   #sarcastic #pocketchange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
id love 2 c gyimah in action but his coach is holding a grudge against him,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
radio shake mutli directional mike it might sound cheap but the sound wasnt that bad and you could do some mixing,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
doing some testing with my current earth burst team,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"too funny not to post #ironic 
@samshow11 reelsportzike @det2nyc mrgvm mrnick332 @dustinwing92 httpstcom4l3mc6h8a",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
@amychozick @jswatz not a word about terrorism,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ive said it before and ill say it again its god all god only god #awe #archippusawakening #entirelybyhisgrace,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
